Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
250601DUJTCR5X,Selesai,Sah,2025-06-01 18:24:59,2025-06-04 18:29:19,2025-06-04 18:29:19,27508822650,Taffware Keypad Numeric Wireless 2.4 GHz 10M - i120,79454844997,Komputer & Aksesoris,Keyboard & Mouse,Keyboard,,52200,1,xtend1234,xtend1234,,79104348,,Komisi Produk Penjual,52200,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250601DTXRFV30,Selesai,Sah,2025-06-01 18:13:46,2025-06-09 18:47:30,2025-06-09 18:47:30,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Lan Taburo,darahmuda18,,105143957,,Komisi Produk Penjual,78470,0,Pesanan Langsung,3923.5,3923.5,5%,0,0%,3923.5,3923.5,0,,Shopeevideo-Shopee,5%,4355,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-09 18:47:57
250601DT7DRGWF,Selesai,Sah,2025-06-01 18:00:43,2025-06-07 03:08:37,2025-06-07 03:08:37,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Aurora Fazza,fazzakhrnns,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,WhatsApp,6%,0,,,
250601DQQXC0BS,Selesai,Sah,2025-06-01 17:16:16,2025-06-06 03:18:11,2025-06-06 03:18:11,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,45214,1,rizka.anandaa,rizka.anandaa,,79104162,,Komisi Produk Penjual,41214,0,Pesanan Langsung,2472.84,2472.84,6%,0,0%,2472.84,2472.84,0,,Shopeelive-Shopee,6%,2745,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 03:18:37
250601DKG4EDM2,Selesai,Sah,2025-06-01 16:00:19,2025-06-03 13:50:17,2025-06-03 13:50:17,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,2,Nazwaadinda_,nazwa_adinda_h_n,,79104169,,Komisi Produk Penjual,119600,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250601DCU9969B,Selesai,Sah,2025-06-01 14:01:17,2025-06-05 03:35:54,2025-06-05 03:35:54,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,Daniska,daniskaa,,105143957,,Komisi Produk Penjual,79895,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250601DCAP3XPY,Selesai,Sah,2025-06-01 13:52:00,2025-06-03 18:37:49,2025-06-03 18:37:49,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,l6p7izj1e8,l6p7izj1e8,,79104118,,Komisi Produk Penjual,23500,0,Pesanan Langsung,1410,1410,6%,0,0%,1410,1410,0,,Shopeelive-Shopee,6%,1565,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 18:38:15
250601D80QH1T0,Selesai,Sah,2025-06-01 12:34:51,2025-06-04 21:36:47,2025-06-04 21:36:47,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Yeppo Footwear,peekaboostore,Tiktech,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250601D6FQRP5W,Selesai,Sah,2025-06-01 12:07:27,2025-06-04 18:00:53,2025-06-04 18:00:53,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,sabrina,79r5mszdu3,,105143957,,Komisi Produk Penjual,79895,0,Pesanan Langsung,3994.75,3994.75,5%,0,0%,3994.75,3994.75,0,,Websites,5%,4434,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-04 18:01:19
250601CYT2V1D6,Selesai,Sah,2025-06-01 10:07:59,2025-06-03 11:56:59,2025-06-03 11:56:59,25334803006,TaffHOME Bell Pintu Wireless Doorbell Waterproof 1 Receiver 433Mhz - A9,168360275367,Elektronik,Kelistrikan,Bel,,90000,1,shopbackid,shopbackid_,,79104497,,Komisi Produk Penjual,79108,0,Pesanan Langsung,4746.48,4746.48,6%,0,0%,10896,10896,0,,ShopbackApp,6%,5269,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 11:57:25
250601CYT2V1D6,Selesai,Sah,2025-06-01 10:07:59,2025-06-03 11:56:59,2025-06-03 11:56:59,26207094869,TaffHOME Kotak Tisu Kayu Nordic Minimalist Tissue Box Large - ZJ011,99616949564,Perlengkapan Rumah,Organizer Rumah,Tempat Tisu,,40200,1,shopbackid,shopbackid_,,79104658,,Komisi Produk Penjual,35335,0,Pesanan Langsung,2120.1,2120.1,6%,0,0%,0,0,0,,ShopbackApp,6%,2353,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 11:57:25
250601CYT2V1D6,Selesai,Sah,2025-06-01 10:07:59,2025-06-03 11:56:59,2025-06-03 11:56:59,26457398277,One Two Cups Kertas Alas Air Fryer Paper Liner Oilproof 16cm 50 PCS - XK16,223081561183,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,17500,1,shopbackid,shopbackid_,,79104665,,Komisi Produk Penjual,15385,0,Pesanan Langsung,923.1,923.1,6%,0,0%,0,0,0,,ShopbackApp,6%,1025,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 11:57:25
250601CYT2V1D6,Selesai,Sah,2025-06-01 10:07:59,2025-06-03 11:56:59,2025-06-03 11:56:59,27905947966,Electric Egg Cooker Boiler Alat Rebus Telur Elektrik Low Watt 350W,127989944831,Elektronik,Perangkat Dapur,Peralatan Masak Khusus,,58900,1,shopbackid,shopbackid_,,79104117,,Komisi Produk Penjual,51772,0,Pesanan Langsung,3106.32,3106.32,6%,0,0%,0,0,0,,ShopbackApp,6%,3448,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 11:57:25
250601CWY5E3SV,Selesai,Sah,2025-06-01 09:35:02,2025-06-08 19:22:53,2025-06-08 19:22:53,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Lan Taburo,darahmuda18,,105143957,,Komisi Produk Penjual,78470,0,Pesanan Langsung,3923.5,3923.5,5%,0,0%,3923.5,3923.5,0,,Shopeevideo-Shopee,5%,4355,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-08 19:23:18
250601CUVUGNP6,Selesai,Sah,2025-06-01 08:57:56,2025-06-03 23:34:50,2025-06-03 23:34:50,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,14500,1,didin❄️,nnocturnalcutie,ANYMIND ,79104157,,Komisi Produk Penjual,14500,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Websites,10%,0,,,
250601CSBD47T7,Selesai,Sah,2025-06-01 08:12:23,2025-06-05 20:44:03,2025-06-05 20:44:03,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,xtend1234,xtend1234,,79104144,,Komisi Produk Penjual,22800,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Others,10%,0,,,
250601CR418VQA,Selesai,Sah,2025-06-01 07:50:22,2025-06-03 10:13:43,2025-06-03 10:13:43,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,IDE TUBE,idetube,,79104538,,Komisi Produk Penjual,14800,0,Pesanan Langsung,888,888,6%,0,0%,1620,1620,0,,Shopeevideo-Shopee,6%,986,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 10:36:57
250601CR418VQA,Selesai,Sah,2025-06-01 07:50:22,2025-06-03 10:13:43,2025-06-03 10:13:43,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,12200,0,Pesanan Langsung,732,732,6%,0,0%,0,0,0,,Shopeevideo-Shopee,6%,813,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-03 10:36:57
250601CMSHSR06,Selesai,Sah,2025-06-01 06:50:49,2025-06-02 22:01:29,2025-06-02 22:01:29,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225003,Perlengkapan Rumah,Furniture,Penahan Pintu,,20600,1,By.azeeza,by.azeeza,,79104660,,Komisi Produk Penjual,20600,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250531BQ56Y2S8,Selesai,Sah,2025-05-31 22:00:29,2025-06-09 15:17:15,2025-06-09 15:17:15,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,38400,1,Hisyam firidaus,hisyam_udi,,79104900,,Komisi Produk Penjual,36192,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250531BB02T40B,Selesai,Sah,2025-05-31 18:22:51,2025-06-05 05:11:25,2025-06-05 05:11:25,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,4,xtend1234,xtend1234,,97448167,,Komisi Produk Penjual,25414,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250531BA6FMA4D,Selesai,Sah,2025-05-31 18:08:33,2025-06-05 05:54:54,2025-06-05 05:54:54,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,Zac,zaccortisa,,79104290,,Komisi Produk Penjual,91530,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Instagram,"7,5%",0,,,
250531B3JPSKTW,Selesai,Sah,2025-05-31 16:10:07,2025-06-06 21:29:04,2025-06-06 21:29:04,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,2,Lan Taburo,darahmuda18,,105143957,,Komisi Produk Penjual,142784,0,Pesanan Langsung,7139.2,7139.2,5%,0,0%,7139.2,7139.2,0,,Shopeevideo-Shopee,5%,7925,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 21:29:30
250531B10633CY,Selesai,Sah,2025-05-31 15:23:57,2025-06-06 00:41:49,2025-06-06 00:41:49,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,2,xtend1234,xtend1234,,79104187,,Komisi Produk Penjual,23068,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250531B10633CY,Selesai,Sah,2025-05-31 15:23:57,2025-06-06 00:41:49,2025-06-06 00:41:49,26307094982,TaffSTUDIO Alas Putar Fotografi Mirror Rotating 360 Turntable 200mm with Remote,258431000016,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128300,1,xtend1234,xtend1234,,79104675,,Komisi Produk Penjual,110424,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250531AN8SKCH7,Selesai,Sah,2025-05-31 11:54:01,2025-06-04 22:56:28,2025-06-04 22:56:28,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801710,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,23500,1,vevesales123,vevesales123,,79104118,,Komisi Produk Penjual,23500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
250531AJUDW95S,Selesai,Sah,2025-05-31 11:10:45,2025-06-06 20:49:28,2025-06-06 20:49:28,29858827305,TaffSTUDIO Mikrofon Kondenser Studio Profesional Microphone with Stand - SF-666,251442171723,Audio,Mikrofon & Aksesoris,,,49300,1,ecomobiidkol,ecomobiidkol,,79104248,,Komisi Produk Penjual,49300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
250531ABXBGY74,Selesai,Sah,2025-05-31 09:07:07,2025-06-06 06:55:07,2025-06-06 06:55:07,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,Yeppo Footwear,peekaboostore,Tiktech,79104290,,Komisi Produk Penjual,91530,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Others,"7,5%",0,,,
2505319ED5P4FG,Selesai,Sah,2025-05-31 00:18:32,2025-06-05 00:50:03,2025-06-05 00:50:03,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,xtend1234,xtend1234,,79104538,,Komisi Produk Penjual,14800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505319ED5P4FG,Selesai,Sah,2025-05-31 00:18:32,2025-06-05 00:50:03,2025-06-05 00:50:03,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,3,xtend1234,xtend1234,,97448167,,Komisi Produk Penjual,20100,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
2505319ED5P4FG,Selesai,Sah,2025-05-31 00:18:32,2025-06-05 00:50:03,2025-06-05 00:50:03,28655950618,OTOHEROES Sikat Pembersih Interior Mobil Duster Brush 5 PCS - Q129,215257723783,Mobil,Perawatan Kendaraan,Perawatan Interior,,13200,1,xtend1234,xtend1234,,79104796,,Komisi Produk Penjual,13200,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505319C3N0DSS,Selesai,Sah,2025-05-30 23:37:25,2025-06-04 00:56:10,2025-06-04 00:56:10,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,Yeppo Footwear,peekaboostore,Tiktech,79104187,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
25053095FRBS1Q,Selesai,Sah,2025-05-30 21:38:55,2025-06-04 12:48:43,2025-06-04 12:48:43,28168331260,TaffPACK Tape Lakban PTFE Heat High Temperature Adhesive 10M - TF10M,247081158579,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,14500,1,Aisyah Nadiyah,aisyahnadiyah_,,79104157,,Komisi Produk Penjual,8700,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Instagram,10%,0,,,
25053091Q3X143,Selesai,Sah,2025-05-30 20:31:27,2025-06-01 16:45:09,2025-06-01 16:45:09,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,20400,1,yararashop808,yararashop808,,79104536,,Komisi Produk Penjual,18768,0,Pesanan Langsung,1126.08,1126.08,6%,0,0%,1126.08,1126.08,0,,Shopeelive-Shopee,6%,1250,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-01 16:45:36
250530901J5KSA,Selesai,Sah,2025-05-30 20:01:30,2025-06-01 19:30:01,2025-06-01 19:30:01,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Langsung,750,750,6%,0,0%,750,750,0,,Shopeevideo-Shopee,6%,833,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-01 19:30:26
2505308WGYDJKQ,Selesai,Sah,2025-05-30 19:16:26,2025-06-05 15:18:01,2025-06-05 15:18:01,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,3,nadleyshop,fung15,,79104187,,Komisi Produk Penjual,37500,0,Pesanan Langsung,2250,2250,6%,0,0%,2250,2250,0,,Websites,6%,2498,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-05 15:18:27
2505308RHFCEW2,Selesai,Sah,2025-05-30 17:47:14,2025-06-04 22:51:13,2025-06-04 22:51:13,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,eko agus purnomo,ekoagsprnm,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
2505308E8FS0KR,Selesai,Sah,2025-05-30 14:43:15,2025-06-03 22:25:02,2025-06-03 22:25:02,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,Opera Norway,opear.adx,,97448167,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
25053084PGC51F,Selesai,Sah,2025-05-30 11:52:08,2025-06-07 02:02:38,2025-06-07 02:02:38,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,2,prabotvirall,meliad986,,79104187,,Komisi Produk Penjual,25000,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053083NCUWQ9,Selesai,Sah,2025-05-30 11:33:37,2025-06-02 16:24:08,2025-06-02 16:24:08,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,38400,1,Muhammad Zakaria,mohza04,FEB Digital Agency,79104900,,Komisi Produk Penjual,33323,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053083NCUWQ9,Selesai,Sah,2025-05-30 11:33:37,2025-06-02 16:24:08,2025-06-02 16:24:08,27508822651,One Two Cups Teko Kopi Coffee Server V60 Drip Pour Borosilicate Glass - AI101,226685582967,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,28600,1,Muhammad Zakaria,mohza04,FEB Digital Agency,79104347,,Komisi Produk Penjual,24823,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053083NCUWQ9,Selesai,Sah,2025-05-30 11:33:37,2025-06-02 16:24:08,2025-06-02 16:24:08,27608822482,One Two Cups Kertas Saringan Kopi Filter Paper V60 2-4 Cups 100 PCS - V02,246442149837,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,30900,1,Muhammad Zakaria,mohza04,FEB Digital Agency,79104321,,Komisi Produk Penjual,26815,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053083NCUWQ9,Selesai,Sah,2025-05-30 11:33:37,2025-06-02 16:24:08,2025-06-02 16:24:08,28558101126,CALMLIFE Filter Penyaring Kopi V60 Flower Cone Coffee Dripper Plastik - BC105,226657915867,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Material Konstruksi,,36100,1,Muhammad Zakaria,mohza04,FEB Digital Agency,79104479,,Komisi Produk Penjual,31327,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053083NCUWQ9,Selesai,Sah,2025-05-30 11:33:37,2025-06-02 16:24:08,2025-06-02 16:24:08,29605950507,TRAVEL Tas Sepatu 3 Layer Travel Organizer Shoes Bag Nylon Mesh - LK-20,226570587330,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Tas Sepatu,,42299,1,Muhammad Zakaria,mohza04,FEB Digital Agency,79104168,,Komisi Produk Penjual,36707,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
25053080U19GKU,Selesai,Sah,2025-05-30 10:43:05,2025-06-02 07:35:49,2025-06-02 07:35:49,27508852521,Taffware 117 in 1 Screwdriver Set Reparasi Smartphone Laptop Precision - 10817,138022575757,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perkakas,,67700,3,YouTube Shopping,youtube_shopping_id,,79104224,,Komisi Produk Penjual,178100,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
2505307WURCJJ3,Selesai,Sah,2025-05-30 09:49:46,2025-06-01 23:26:18,2025-06-01 23:26:18,27508822438,PUPPYSTAR Karpet Hewan Matras Pendingin Anjing Kucing Pet Cooling Mat - PS3MAT,215398182119,Hewan Peliharaan,Aksesoris Hewan Peliharaan,Furniture Hewan,,43804,1,Opera Norway,opear.adx,,79104192,,Komisi Produk Penjual,40300,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505307WURCJJ3,Selesai,Sah,2025-05-30 09:49:46,2025-06-01 23:26:18,2025-06-01 23:26:18,26707727018,Patchz Bantalan Alas Duduk Pad Gel Seat Cushion Non Slip Ultra Elastic - SC-015,215305623092,Perlengkapan Rumah,Furniture,Bantal Sofa,,50700,1,Opera Norway,opear.adx,,79104679,,Komisi Produk Penjual,46643,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
2505307702R7QC,Selesai,Sah,2025-05-30 03:00:38,2025-06-06 04:09:03,2025-06-06 04:09:03,29858827305,TaffSTUDIO Mikrofon Kondenser Studio Profesional Microphone with Stand - SF-666,251442171723,Audio,Mikrofon & Aksesoris,,,49300,1,arbain,pbainshop,Yuxi Jayatama Indonesia,79104248,,Komisi Produk Penjual,49300,0,Pesanan Langsung,2958,2958,6%,0,0%,2958,2958,0,,Shopeevideo-Shopee,6%,3283,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 04:09:29
2505296PG79GCV,Selesai,Sah,2025-05-29 22:05:25,2025-05-31 15:28:02,2025-05-31 15:28:02,25434650413,Taffware Digipounds Timbangan Dapur Mini Digital Scale 1kg 0.1g - i2000,256362608696,Perlengkapan Rumah,Perlengkapan Dapur,Timbangan Dapur,,56300,1,Casey shopee,casey.creative,,79104874,,Komisi Produk Penjual,52300,0,Pesanan Langsung,3661,3661,7%,0,0%,3661,3661,0,,Shopeevideo-Shopee,7%,4064,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-31 15:28:28
2505296FKDFRT7,Selesai,Sah,2025-05-29 20:01:56,2025-05-31 15:21:21,2025-05-31 15:21:21,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,Hellawwyou,juniee4,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeevideo-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-05-31 15:21:47
2505296FE3QBHB,Selesai,Sah,2025-05-29 19:58:59,2025-06-02 15:31:59,2025-06-02 15:31:59,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,xtend1234,xtend1234,,97448167,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
2505296F3PVEYP,Selesai,Sah,2025-05-29 19:53:09,2025-06-03 23:06:24,2025-06-03 23:06:24,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,2,mona habibullah,mang_ucup313,,79104187,,Komisi Produk Penjual,15750,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
2505296EWQ7MVB,Selesai,Sah,2025-05-29 19:49:48,2025-06-02 09:53:36,2025-06-02 09:53:36,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,YouTube Shopping,youtube_shopping_id,,79104187,,Komisi Produk Penjual,10720,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Websites,6%,0,,,
2505295WB5N2T5,Selesai,Sah,2025-05-29 14:35:12,2025-06-06 21:17:27,2025-06-06 21:17:27,27508822650,Taffware Keypad Numeric Wireless 2.4 GHz 10M - i120,79454844997,Komputer & Aksesoris,Keyboard & Mouse,Keyboard,,52200,1,Opera Norway,opear.adx,,79104348,,Komisi Produk Penjual,52200,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
